SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_2,EXT_SOURCE_3,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,AMT_REQ_CREDIT,HOUSING_SCORE,PREV_AVG_AC_RATIO,CNT_MISSED_MIN,CNT_PREV_LOANS,CNT_ACCEPTED_LOANS,SUM_OF_AMT_CREDIT_SUM_OVERDUE,SUM_OF_AMT_CREDIT_MAX_OVERDUE,SUM_OF_CREDIT_DAY_OVERDUE,SUM_OF_AMT_CREDIT_SUM,SUM_OF_STATUS
166636,1,1,M,0,0,225000.0,545040.0,26640.0,Unaccompanied,Commercial associate,Higher education,Single / not married,Municipal apartment,0.04622,-12212,-853,-51.0,-257,classic,1,1,0,1,white,1.0,1,THURSDAY,14,1,0,1,1,Business Entity Type 1,0.641082828465177,0.2866524828090694,3.0,0.0,-538.0,1,0.0,0.1131497613817135,0.0,1,1.0,0.0,34499.16,0,543655.035,0.0
166731,0,1,F,1,0,112500.0,224136.0,17707.5,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.02461,-14990,-2484,-8819.0,-4115,no car,0,1,0,1,white,1.0,2,TUESDAY,18,1,1,1,1,Agriculture,0.4139699484837144,0.4884551844437485,7.0,1.0,-2328.0,1,4.0,0.0928807863351982,4.0,4,3.0,0.0,0.0,0,1421608.95,0.0
166879,0,1,M,0,1,180000.0,521280.0,41926.5,Unaccompanied,Working,Higher education,Married,House / apartment,0.020246,-15520,-1876,-2741.0,-3403,aging,1,1,0,1,blue,3.0,3,SATURDAY,9,1,1,1,1,Self-employed,0.263831063872486,0.5726825047161584,0.0,0.0,-353.0,1,5.0,0.108175782325685,0.0,7,4.0,0.0,16690.5,0,1138903.605,0.0
167115,0,1,F,0,1,180000.0,247275.0,19417.5,Unaccompanied,Working,Higher education,Married,House / apartment,0.018801,-18665,-2287,-1482.0,-2190,young,0,1,1,1,white,2.0,2,TUESDAY,7,1,1,1,1,Business Entity Type 2,0.2429967429155634,0.3589512285783967,2.0,0.0,-339.0,1,0.0,0.0508350276940335,0.0,4,2.0,0.0,0.0,0,600259.5,0.0
167267,0,1,F,1,1,103500.0,550980.0,30897.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.008019,-15616,-1667,-1520.0,-4871,no car,1,1,0,1,other,2.0,2,THURSDAY,16,1,1,1,1,Government,0.4580819471461134,0.6446794549585961,0.0,0.0,-640.0,0,0.0,0.0639699567114499,0.0,1,1.0,0.0,0.0,0,67500.0,0.0
167412,0,1,M,0,1,180000.0,263686.5,28395.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.031329,-13059,-4813,-6980.0,-4045,young,1,1,0,1,blue,4.0,2,WEDNESDAY,16,1,1,1,1,Business Entity Type 3,0.2665197753925157,0.3062022983135042,0.0,0.0,-1597.0,1,7.0,0.1499321370411216,0.0,11,6.0,0.0,22140.0,0,3373635.51,13.0
167605,0,1,M,1,0,211500.0,270000.0,27108.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.006207,-16013,-7656,-2317.0,-4201,no car,0,1,0,0,white,2.0,2,THURSDAY,13,1,1,1,1,Police,0.2616242269076733,0.2115507642052577,0.0,0.0,-6.0,1,6.0,0.1107633256487959,0.0,7,7.0,900.0,0.0,30,3348054.0,0.0
168242,0,1,F,0,1,135000.0,1125000.0,33025.5,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.02461,-15150,-8242,-4906.0,-4308,young,0,1,1,1,blue,3.0,2,MONDAY,9,1,1,1,1,Medicine,0.6982640022001674,0.248535557339522,4.0,0.0,-888.0,1,2.0,0.0658800346712665,0.0,4,2.0,0.0,0.0,0,3467263.5,0.0
168334,0,0,M,0,1,157500.0,270000.0,13500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.025164,-15623,-496,-7455.0,-4338,new,1,1,0,1,blue,2.0,2,WEDNESDAY,9,1,1,1,1,Business Entity Type 3,0.1604053214783667,0.3672910183026313,1.0,0.0,-371.0,1,1.0,0.1222300269618277,0.0,1,1.0,0.0,0.0,0,2595190.5,0.0
168632,0,1,F,1,1,135000.0,341280.0,27094.5,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.00733,-22558,365243,-3468.0,-3468,no car,1,1,0,0,other,2.0,2,FRIDAY,11,1,1,1,1,XNA,0.6195228390595489,0.363945238612397,6.0,0.0,-1551.0,1,0.0,0.0476699787433479,0.0,15,4.0,0.0,58541.22,0,4214469.24,21.0
168763,0,1,M,1,0,405000.0,918000.0,29614.5,Unaccompanied,Commercial associate,Secondary / secondary special,Separated,Municipal apartment,0.009549,-14242,-483,-6988.0,-4608,no car,1,1,0,1,blue,1.0,2,MONDAY,13,1,0,1,0,Business Entity Type 3,0.2410311364001038,0.1359510441732951,2.0,0.0,-239.0,0,0.0,0.0961290151546461,0.0,4,3.0,0.0,0.0,0,1793421.0,0.0
168927,0,1,F,1,0,146250.0,163201.5,11736.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,Municipal apartment,0.02461,-21183,365243,-10964.0,-2598,no car,1,1,1,1,other,2.0,2,FRIDAY,9,1,1,1,1,XNA,0.5699214773915657,0.266456808245056,0.0,0.0,0.0,1,8.0,0.0916298065440649,0.0,1,1.0,0.0,13430.52,0,617092.56,0.0
168976,0,1,F,1,0,76500.0,675000.0,19737.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.0228,-19507,365243,-8242.0,-3012,no car,1,1,1,1,other,2.0,2,WEDNESDAY,11,1,1,1,1,XNA,0.2235020962535592,0.6041125998015721,2.0,0.0,-780.0,0,4.0,0.0933399787347155,0.0,1,1.0,0.0,10845.315,0,297000.0,0.0
169101,0,1,M,1,0,180000.0,1078200.0,31653.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.0038179999999999,-9915,-544,-2549.0,-2549,no car,0,1,0,1,blue,3.0,2,FRIDAY,12,1,1,0,0,Business Entity Type 3,0.2026133456370615,0.3425288720742255,10.0,0.0,-747.0,0,0.0,0.1301744670858489,0.0,2,2.0,0.0,0.0,0,750313.26,0.0
169251,0,1,F,0,1,157500.0,675000.0,19737.0,Accompanied,State servant,Higher education,Married,House / apartment,0.0196889999999999,-12207,-4616,-5884.0,-4031,young,0,1,0,1,white,2.0,2,MONDAY,10,1,1,1,1,Government,0.5125567019478589,0.1237353221130787,0.0,0.0,-2364.0,0,4.0,0.0777887944601825,5.0,3,2.0,0.0,12285.0,0,2933356.95,0.0
169333,0,1,M,0,0,337500.0,625500.0,33930.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.009549,-11100,-3303,-5108.0,-3693,aging,0,1,1,1,blue,3.0,2,MONDAY,18,1,1,1,1,Business Entity Type 3,0.5474480080201232,0.2970866116472028,4.0,0.0,-2931.0,1,3.0,0.0783773969548321,3.0,1,1.0,0.0,0.0,0,3016575.0,3.0
169417,0,1,F,1,1,126000.0,900000.0,26316.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.0105,-13766,-1935,-867.0,-1864,no car,0,1,1,1,white,2.0,3,THURSDAY,12,1,1,1,1,Self-employed,0.1215832767782221,0.3893387918468769,0.0,0.0,-1360.0,1,0.0,0.1239360482133091,0.0,4,3.0,0.0,0.0,0,3149566.2,0.0
170099,0,1,F,1,1,247500.0,239850.0,25317.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.019101,-24802,365243,-6596.0,-4130,no car,1,1,0,1,other,2.0,2,THURSDAY,15,1,1,1,1,XNA,0.6046329938893671,0.2896112383820055,1.0,0.0,0.0,1,0.0,0.0937316645393072,0.0,12,7.0,0.0,0.0,0,3624156.0,6.0
170157,0,1,F,1,1,162000.0,521280.0,35262.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.030755,-9921,-2384,-4092.0,-2560,no car,1,1,0,1,blue,2.0,2,MONDAY,15,1,1,1,0,Business Entity Type 3,0.2199812565728026,0.2822484337007223,5.0,0.0,0.0,1,0.0,0.1386500717003087,2.0,6,4.0,0.0,22734.0,0,808438.5,0.0
170504,0,1,F,0,1,202500.0,534141.0,24898.5,Unaccompanied,Working,Higher education,Single / not married,House / apartment,0.025164,-8861,-1778,-1728.0,-1541,classic,0,1,0,1,blue,1.0,2,THURSDAY,12,1,1,1,0,Business Entity Type 3,0.5187609242297935,0.2314393514998941,2.0,0.0,-338.0,1,5.0,0.0802151434289526,0.0,3,2.0,0.0,0.0,0,1519587.0,0.0
170680,1,1,F,0,1,207000.0,1506816.0,54252.0,Unaccompanied,State servant,Higher education,Single / not married,House / apartment,0.006629,-13454,-2399,-155.0,-1970,aging,1,1,0,1,white,1.0,2,THURSDAY,10,1,1,1,1,Police,0.6414953180940401,0.622922000268356,0.0,0.0,-2246.0,1,0.0,0.095370027463563,0.0,9,4.0,0.0,6358.5,0,14430917.43,0.0
170736,0,1,M,0,1,270000.0,755190.0,36459.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.00733,-14125,-2108,-2117.0,-377,old,1,1,0,1,blue,4.0,2,THURSDAY,12,1,1,1,1,Self-employed,0.7448233559043099,0.324891229465852,5.0,0.0,-1513.0,1,0.0,0.0803850201926508,3.0,8,5.0,0.0,16486.875,0,5244381.0,0.0
170743,0,1,M,1,1,180000.0,157500.0,18688.5,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.006629,-11780,-1627,-5484.0,-3720,no car,1,1,0,1,blue,2.0,2,SATURDAY,6,1,1,1,1,Industry: type 9,0.5024072989947034,0.7352209993926424,1.0,0.0,0.0,1,3.0,0.0916108499489671,0.0,3,2.0,0.0,0.0,0,4895760.375,0.0
170872,0,1,M,0,0,112500.0,187704.0,12348.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.02461,-10728,-2120,-4942.0,-2958,old,1,1,0,1,blue,3.0,2,FRIDAY,11,1,1,1,0,Business Entity Type 3,0.6369768744734986,0.2866524828090694,0.0,0.0,-1426.0,1,3.0,0.1406421476391158,0.0,3,3.0,0.0,27533.16,0,1400550.3,0.0
171240,0,1,F,1,1,157500.0,153576.0,12262.5,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.010032,-12130,-1019,-4741.0,-4741,no car,1,1,0,1,white,2.0,2,SATURDAY,3,1,1,1,1,Kindergarten,0.5721337390307664,0.3791004853998145,1.0,1.0,-1930.0,1,3.0,0.123346468073822,0.0,18,10.0,0.0,2821.5,0,663313.5,0.0
171339,0,1,M,1,1,135000.0,454500.0,21996.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.015221,-11480,-2753,-4260.0,-607,no car,1,1,0,1,blue,2.0,2,SUNDAY,11,1,1,1,1,Trade: type 7,0.0627502150461737,0.3774042489507649,0.0,0.0,0.0,0,0.0,0.1210266418835192,0.0,1,1.0,0.0,0.0,0,38124.0,0.0
171351,0,1,F,1,1,378000.0,547344.0,28075.5,Accompanied,Working,Secondary / secondary special,Married,House / apartment,0.018634,-17936,-461,-7865.0,-1495,no car,1,1,0,1,blue,2.0,2,TUESDAY,12,1,1,1,1,Trade: type 3,0.1056698396067205,0.2498850627504553,1.0,0.0,-321.0,1,9.0,0.1151400342919491,0.0,3,3.0,0.0,0.0,0,380397.015,0.0
171585,0,0,F,1,1,81000.0,270000.0,13500.0,Accompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.031329,-23000,365243,-7904.0,-4831,no car,1,1,0,1,other,2.0,2,THURSDAY,14,1,1,1,1,XNA,0.0631319768082586,0.5971924268337128,4.0,2.0,-290.0,0,2.0,0.1111199141279901,0.0,1,1.0,0.0,8413.47,0,2734645.5,0.0
171743,0,1,F,0,1,135000.0,245619.0,11943.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.016612,-16610,-4373,-6375.0,-148,new,1,1,0,0,blue,3.0,2,TUESDAY,16,1,1,1,1,Business Entity Type 3,0.5782250183601522,0.3876253444214701,0.0,0.0,-1757.0,1,4.0,0.0777827212253848,1.0,17,7.0,0.0,16159.5,0,10160379.0,23.0
171766,0,1,F,1,0,202500.0,1391418.0,40815.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018209,-13824,-109,-766.0,-1648,no car,0,1,0,1,blue,2.0,3,FRIDAY,18,1,1,1,1,Construction,0.5395431890145772,0.2807895743848605,4.0,0.0,-1346.0,1,10.0,0.0974189720607412,1.0,11,7.0,0.0,0.0,0,1459066.5,0.0
171908,0,1,M,0,0,337500.0,432661.5,39811.5,Accompanied,Working,Secondary / secondary special,Civil marriage,With parents,0.020713,-15654,-1172,-4869.0,-963,aging,1,1,0,1,blue,2.0,3,SUNDAY,12,1,1,1,1,Business Entity Type 3,0.3479773381499406,0.2793353208976285,0.0,0.0,-1149.0,1,9.0,0.0753325420505235,4.0,4,4.0,0.0,0.0,0,2956912.74,0.0
172154,0,1,M,0,1,180000.0,314100.0,15241.5,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.009549,-16981,-5355,-2196.0,-520,aging,1,1,0,1,blue,4.0,2,MONDAY,16,1,1,1,1,Industry: type 9,0.6413695812117607,0.3185955240537633,0.0,0.0,-3439.0,1,5.0,0.0457894059934659,0.0,5,2.0,0.0,0.0,0,3569953.5,0.0
172189,0,1,M,0,0,360000.0,1762110.0,48456.0,Unaccompanied,Commercial associate,Higher education,Married,Municipal apartment,0.04622,-13803,-2371,-2324.0,-3997,middle,0,1,0,1,white,2.0,1,SATURDAY,13,1,1,1,0,Business Entity Type 3,0.225852402289863,0.050631513143346,4.0,2.0,-548.0,1,5.0,0.1191538386116285,0.0,1,1.0,0.0,0.0,0,2580579.0,0.0
172213,0,1,F,1,1,63000.0,450000.0,21109.5,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.026392,-17482,-2344,-12833.0,-997,no car,0,1,1,1,blue,1.0,2,FRIDAY,11,1,1,1,1,Security,0.6957100669976729,0.3606125659189888,2.0,2.0,-625.0,1,5.0,0.0506066372464437,0.0,3,1.0,0.0,35122.455,0,917286.66,0.0
172288,0,1,M,1,1,202500.0,846000.0,49594.5,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.028663,-21960,-183,-8932.0,-4451,no car,1,1,1,1,white,2.0,2,WEDNESDAY,7,1,1,1,1,Business Entity Type 3,0.5255700954448774,0.4031416766587513,0.0,0.0,-4.0,1,0.0,0.0910849914179441,0.0,3,1.0,0.0,0.0,0,20956.5,0.0
172290,0,1,F,1,1,81000.0,152820.0,9895.5,Accompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.031329,-19119,-1778,-8262.0,-2673,no car,0,1,0,1,blue,2.0,2,THURSDAY,8,1,1,1,0,Security,0.7022800417085912,0.2498850627504553,7.0,0.0,0.0,1,0.0,0.0943644568502079,0.0,10,6.0,0.0,0.0,0,1450047.15,0.0
172308,0,1,M,1,1,157500.0,259794.0,29511.0,Unaccompanied,Working,Incomplete higher,Single / not married,Rented apartment,0.010006,-10870,-398,-2892.0,-3473,no car,1,1,0,0,blue,2.0,2,FRIDAY,9,1,1,0,0,Industry: type 9,0.0923654170742963,0.3672910183026313,2.0,1.0,-205.0,1,2.0,0.0896606456884021,0.0,24,8.0,0.0,225.0,0,540000.0,1.0
172382,0,1,F,1,0,247500.0,1350000.0,38821.5,Unknown,Commercial associate,Secondary / secondary special,Married,House / apartment,0.026392,-17852,-788,-7131.0,-1340,no car,1,1,0,1,other,2.0,2,SATURDAY,11,1,1,1,1,Trade: type 3,0.2858978721410488,0.5513812618027899,0.0,0.0,-1.0,1,2.0,0.0895506809024124,0.0,10,5.0,0.0,0.0,0,373500.0,0.0
173176,0,0,F,1,0,144000.0,292500.0,14625.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.00702,-20497,-1219,-10115.0,-4028,no car,1,1,0,0,blue,2.0,2,FRIDAY,16,1,1,1,1,Bank,0.3982178809401906,0.2405414172860865,1.0,1.0,-2391.0,1,1.0,0.0543885129405408,0.0,7,4.0,0.0,0.0,0,2178958.5,0.0
173294,0,1,F,1,1,675000.0,1971072.0,68643.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.01885,-15405,-1155,-1287.0,-1421,no car,1,1,0,1,other,2.0,2,WEDNESDAY,14,1,1,1,1,Other,0.6495163384532108,0.3474182272002641,2.0,1.0,-954.0,0,1.0,0.1074187730562845,0.0,7,0.0,0.0,6365.34,0,11447716.5,112.0
173308,0,1,M,1,0,315000.0,450000.0,27193.5,Unaccompanied,Working,Higher education,Married,House / apartment,0.031329,-15267,-4422,-6145.0,-3521,no car,0,1,0,1,blue,2.0,2,MONDAY,14,1,1,1,1,Business Entity Type 3,0.5115896259082027,0.3807996826489149,0.0,0.0,-2014.0,1,0.0,0.1314746443627723,0.0,7,5.0,0.0,0.0,0,2127483.0,0.0
173352,0,1,F,1,1,78750.0,270000.0,19201.5,Accompanied,Commercial associate,Secondary / secondary special,Separated,Municipal apartment,0.009549,-11419,-4311,-3184.0,-3188,no car,1,1,0,1,white,2.0,2,TUESDAY,15,1,1,1,1,Self-employed,0.2294975671731561,0.2622489709189549,6.0,0.0,-1824.0,1,2.0,0.1726065230336265,0.0,7,3.0,0.0,30024.81,0,2159215.65,0.0
173627,1,1,F,1,1,90000.0,248760.0,24601.5,Accompanied,State servant,Secondary / secondary special,Married,House / apartment,0.031329,-14650,-7447,-1925.0,-4954,no car,0,1,0,1,blue,2.0,2,WEDNESDAY,11,1,1,1,1,Medicine,0.5857684303223171,0.7209441499436497,0.0,0.0,-312.0,1,1.0,0.1431480968013206,0.0,6,6.0,0.0,0.0,0,3021300.0,0.0
173866,0,1,M,0,1,126000.0,225000.0,17905.5,Accompanied,Working,Secondary / secondary special,Married,House / apartment,0.028663,-16549,-7175,-1202.0,-89,middle,1,1,0,1,blue,3.0,2,TUESDAY,10,1,0,1,0,Trade: type 3,0.4985586270902331,0.4525335592581747,7.0,0.0,-2287.0,1,3.0,0.0957801710855411,5.0,4,4.0,0.0,61937.73,0,15725628.0,9.0
174124,0,1,F,0,1,144000.0,163008.0,16249.5,Unaccompanied,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.018801,-22567,365243,-5553.0,-4096,aging,1,1,0,1,other,1.0,2,THURSDAY,9,1,1,1,1,XNA,0.241263232842802,0.3825018041447388,1.0,1.0,0.0,1,6.0,0.1049751149203486,0.0,4,2.0,0.0,0.0,0,2173456.98,2.0
174149,0,1,M,0,0,270000.0,675000.0,36616.5,Accompanied,Working,Incomplete higher,Married,House / apartment,0.022625,-11955,-893,-1348.0,-318,young,0,1,1,0,blue,2.0,2,WEDNESDAY,11,1,1,1,1,Business Entity Type 3,0.7236894973064684,0.0932250953774744,0.0,0.0,-1759.0,1,8.0,0.0643775303337438,0.0,14,4.0,0.0,169141.5,0,9996841.125,8.0
174406,0,1,F,1,0,54000.0,284400.0,16456.5,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.010556,-23111,365243,-10567.0,-4968,no car,1,1,0,1,other,2.0,3,SATURDAY,10,1,1,1,1,XNA,0.5529787664430941,0.5388627065779676,4.0,2.0,-3019.0,1,2.0,0.0694633373946965,3.0,3,2.0,0.0,0.0,0,1373130.0,0.0
175268,0,1,F,1,1,81000.0,592560.0,35937.0,Accompanied,Working,Secondary / secondary special,Married,House / apartment,0.026392,-15396,-3180,-1191.0,-1944,no car,0,1,1,0,blue,2.0,2,WEDNESDAY,12,1,1,1,1,Transport: type 4,0.6592882974364838,0.2608559142068693,0.0,0.0,-2247.0,1,4.0,0.1001623143525319,2.0,44,10.0,0.0,0.0,0,838823.6699999999,0.0
175808,0,1,F,1,1,180000.0,1195101.0,62010.0,Unaccompanied,Working,Higher education,Married,Co-op apartment,0.04622,-13396,-6600,-7522.0,-4661,no car,0,1,0,1,white,2.0,1,MONDAY,13,1,1,1,1,Other,0.2866529678438074,0.2079641743053816,3.0,0.0,0.0,1,4.0,0.081369996406926,0.0,8,2.0,0.0,22860.0,0,2917494.0,0.0
175957,0,1,M,0,1,180000.0,545040.0,43191.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.04622,-10989,-674,-5211.0,-2571,aging,1,1,0,1,white,3.0,1,FRIDAY,14,1,1,1,0,Self-employed,0.6407003345895662,0.2910973802776635,0.0,0.0,-643.0,1,3.0,0.1348866722366521,0.0,4,3.0,0.0,0.0,0,135000.0,1.0
176395,0,1,F,1,1,126000.0,549882.0,16209.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.01885,-10161,-3213,-4950.0,-2748,no car,1,1,0,1,blue,2.0,2,WEDNESDAY,13,1,1,1,1,School,0.6121975392960627,0.3539876078507373,4.0,0.0,0.0,1,0.0,0.1025203474203845,0.0,3,2.0,0.0,0.0,0,1467526.5,0.0
176546,0,1,M,0,1,135000.0,168102.0,10872.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.028663,-9184,-1281,-3520.0,-1872,young,1,1,0,1,blue,2.0,2,MONDAY,10,1,0,1,0,Business Entity Type 3,0.6207385488733425,0.4489622731076524,1.0,0.0,-995.0,1,0.0,0.1766702317290552,0.0,2,1.0,0.0,0.0,0,2577024.0,0.0
176849,1,1,M,0,1,315000.0,592560.0,35937.0,Accompanied,State servant,Secondary / secondary special,Married,House / apartment,0.011703,-11881,-3067,-6112.0,-3837,middle,1,1,0,1,blue,3.0,2,WEDNESDAY,13,1,1,1,1,Government,0.3046033777046819,0.7121551551910698,0.0,0.0,0.0,0,5.0,0.1363995243757431,0.0,1,1.0,0.0,30996.0,0,1359000.0,0.0
176995,0,1,F,1,1,166500.0,545040.0,36423.0,Unaccompanied,Working,Secondary / secondary special,Widow,House / apartment,0.04622,-12946,-460,-1872.0,-3346,no car,0,1,0,1,white,2.0,1,FRIDAY,12,1,1,1,1,Trade: type 3,0.4030539990660921,0.2032521136204725,1.0,0.0,-448.0,0,7.0,0.1631616364376232,0.0,2,2.0,0.0,0.0,0,122512.5,0.0
177044,0,1,F,1,1,112500.0,225000.0,26833.5,Unaccompanied,Working,Higher education,Married,House / apartment,0.028663,-9731,-180,-7594.0,-2366,no car,1,1,1,0,blue,4.0,2,THURSDAY,15,1,1,1,1,Business Entity Type 2,0.1351337705482828,0.5280927512030451,0.0,0.0,-519.0,1,2.0,0.1047650710214304,1.0,6,4.0,0.0,0.0,0,149994.0,0.0
177209,0,1,F,1,0,202500.0,431280.0,23395.5,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.032561,-13671,-2898,-285.0,-1391,no car,0,1,0,0,white,3.0,1,FRIDAY,19,1,1,1,1,Self-employed,0.4803202974154756,0.3001077565791181,0.0,0.0,-366.0,1,3.0,0.0707900567788395,0.0,2,2.0,0.0,0.0,0,4333500.0,0.0
177333,0,1,F,1,1,76500.0,808650.0,23643.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.026392,-14101,-428,-748.0,-4464,no car,0,1,1,1,other,2.0,2,SUNDAY,15,1,1,1,1,Self-employed,0.3102602865378536,0.4938628816996244,1.0,0.0,-1205.0,0,2.0,0.1025796762367668,0.0,11,7.0,0.0,76565.25,0,2098994.76,0.0
177478,0,1,F,1,0,67500.0,625536.0,22468.5,Unaccompanied,Working,Secondary / secondary special,Married,Office apartment,0.014464,-14367,-4332,-4263.0,-4263,no car,1,1,0,1,white,3.0,2,TUESDAY,8,1,1,1,1,Postal,0.4382637850030134,0.3154721549257734,2.0,0.0,-63.0,1,0.0,0.1256833232754987,0.0,4,3.0,0.0,0.0,0,850378.5,0.0
177510,1,1,M,0,1,202500.0,900000.0,29164.5,Unaccompanied,Commercial associate,Higher education,Single / not married,House / apartment,0.026392,-20509,-2625,-6013.0,-4040,young,1,1,0,1,white,1.0,2,FRIDAY,11,1,1,1,1,Business Entity Type 3,0.5087370932481743,0.5797274227921155,1.0,0.0,-1133.0,0,4.0,0.1107158681805594,0.0,1,1.0,0.0,0.0,0,18861605.865,0.0
177554,0,1,F,1,1,112500.0,510853.5,24705.0,Unaccompanied,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.0105,-21511,365243,-12457.0,-4603,no car,1,1,0,1,other,1.0,3,TUESDAY,11,1,1,1,1,XNA,0.0915310287565019,0.5971924268337128,1.0,1.0,-713.0,1,1.0,0.1059397974335288,0.0,3,2.0,0.0,0.0,0,56061.0,0.0
177772,0,1,M,0,1,112500.0,305221.5,20002.5,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.018029,-16825,-582,-2619.0,-381,old,1,1,0,1,blue,2.0,3,SATURDAY,7,1,1,1,1,Other,0.2771582502736173,0.4740512892789932,0.0,0.0,-165.0,0,2.0,0.1156156657019328,0.0,2,2.0,0.0,0.0,0,296500.905,0.0
177910,0,1,F,1,1,157500.0,922266.0,39073.5,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.02461,-15912,-2554,-1519.0,-4205,no car,1,1,1,1,other,2.0,2,WEDNESDAY,9,1,1,1,1,Business Entity Type 3,0.6309077828611711,0.3842068130556564,0.0,0.0,-611.0,1,4.0,0.0851899505686357,2.0,8,3.0,0.0,0.0,0,1872158.535,1.0
178237,0,1,F,1,0,180000.0,254700.0,23697.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.030755,-18736,-2676,-7164.0,-2264,no car,1,1,0,1,other,2.0,2,TUESDAY,16,1,1,1,1,Medicine,0.4489447004034901,0.2314393514998941,0.0,0.0,-283.0,1,8.0,0.072224935064935,0.0,2,2.0,0.0,0.0,0,396351.0,0.0
178546,1,1,F,0,0,229500.0,679500.0,19998.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.025164,-12226,-3932,-6323.0,-2935,aging,0,1,1,1,white,3.0,2,THURSDAY,13,1,1,1,1,Trade: type 7,0.5567594897311525,0.1359510441732951,2.0,0.0,-1246.0,1,5.0,0.0965085327964643,4.0,5,5.0,0.0,0.0,0,1000215.0,0.0
178599,0,1,F,1,0,135000.0,382500.0,25033.5,Unaccompanied,Working,Higher education,Civil marriage,House / apartment,0.005313,-13129,-126,-4880.0,-749,no car,1,1,0,1,other,3.0,2,THURSDAY,13,1,1,1,1,Business Entity Type 3,0.6413092206034641,0.1139223962922108,1.0,0.0,-1804.0,1,2.0,0.084950053788228,1.0,4,2.0,0.0,3790.395,0,499743.0,0.0
